position,team_name,points,league_name,season
18,Deportivo de La Coruña,29,Primera Division,2017
19,UD Las Palmas,22,Primera Division,2017
20,Málaga CF,20,Primera Division,2017
1,Manchester City,98,Premier League,2018
2,Liverpool FC,97,Premier League,2018
3,Chelsea FC,72,Premier League,2018
4,Tottenham Hotspur,71,Premier League,2018
5,Arsenal FC,70,Premier League,2018
6,Manchester United,66,Premier League,2018
7,Wolverhampton Wanderers,57,Premier League,2018
8,Everton FC,54,Premier League,2018
9,Leicester City,52,Premier League,2018
10,West Ham United,52,Premier League,2018
11,Watford FC,50,Premier League,2018
12,Crystal Palace,49,Premier League,2018
13,Newcastle United,45,Premier League,2018
14,AFC Bournemouth,45,Premier League,2018
15,Burnley FC,40,Premier League,2018
16,Southampton FC,39,Premier League,2018
17,Brighton & Hove Albion,36,Premier League,2018
18,Cardiff City,34,Premier League,2018
19,Fulham FC,26,Premier League,2018
20,Huddersfield Town,16,Premier League,2018
1,Paris Saint-Germain,91,Ligue 1,2018
2,LOSC Lille,75,Ligue 1,2018
3,Olympique Lyon,72,Ligue 1,2018
4,AS Saint-Étienne,66,Ligue 1,2018
5,Olympique Marseille,61,Ligue 1,2018
6,Montpellier HSC,59,Ligue 1,2018
7,OGC Nice,56,Ligue 1,2018
8,Stade Reims,55,Ligue 1,2018
9,Nîmes Olympique,53,Ligue 1,2018
10,Stade Rennais FC,52,Ligue 1,2018
11,RC Strasbourg Alsace,49,Ligue 1,2018
12,FC Nantes,48,Ligue 1,2018
13,Angers SCO,46,Ligue 1,2018
14,FC Girondins Bordeaux,41,Ligue 1,2018
15,Amiens SC,38,Ligue 1,2018
16,FC Toulouse,38,Ligue 1,2018
17,AS Monaco,36,Ligue 1,2018
18,Dijon FCO,34,Ligue 1,2018
19,SM Caen,33,Ligue 1,2018
20,EA Guingamp,27,Ligue 1,2018
1,Bayern Munich,78,1 Bundesliga,2018
2,Borussia Dortmund,76,1 Bundesliga,2018
3,RB Leipzig,66,1 Bundesliga,2018
4,Bayer 04 Leverkusen,58,1 Bundesliga,2018
5,Borussia Mönchengladbach,55,1 Bundesliga,2018
6,VfL Wolfsburg,55,1 Bundesliga,2018
7,Eintracht Frankfurt,54,1 Bundesliga,2018
8,SV Werder Bremen,53,1 Bundesliga,2018
9,TSG 1899 Hoffenheim,51,1 Bundesliga,2018
10,Fortuna Düsseldorf,44,1 Bundesliga,2018
11,Hertha BSC,43,1 Bundesliga,2018
12,1.FSV Mainz 05,43,1 Bundesliga,2018
13,SC Freiburg,36,1 Bundesliga,2018
14,FC Schalke 04,33,1 Bundesliga,2018
15,FC Augsburg,32,1 Bundesliga,2018
16,VfB Stuttgart,28,1 Bundesliga,2018
17,Hannover 96,21,1 Bundesliga,2018
18,1.FC Nuremberg,19,1 Bundesliga,2018
1,Juventus FC,90,Serie A,2018
2,SSC Napoli,79,Serie A,2018
3,Atalanta BC,69,Serie A,2018
4,Inter,69,Serie A,2018
5,AC Milan,68,Serie A,2018
6,AS Roma,66,Serie A,2018
7,Torino FC,63,Serie A,2018
8,SS Lazio,59,Serie A,2018
9,UC Sampdoria,53,Serie A,2018
10,Bologna FC 1909,44,Serie A,2018
11,US Sassuolo,43,Serie A,2018
12,Udinese Calcio,43,Serie A,2018
13,SPAL,42,Serie A,2018
14,Parma Calcio 1913,41,Serie A,2018
15,Cagliari Calcio,41,Serie A,2018
16,ACF Fiorentina,41,Serie A,2018
17,Genoa CFC,38,Serie A,2018
18,FC Empoli,38,Serie A,2018
19,Frosinone Calcio,25,Serie A,2018
20,Chievo Verona,17,Serie A,2018
1,Ajax Amsterdam,86,Eredivisie,2018
2,PSV Eindhoven,83,Eredivisie,2018
3,Feyenoord Rotterdam,65,Eredivisie,2018
4,AZ Alkmaar,58,Eredivisie,2018
5,Vitesse Arnhem,53,Eredivisie,2018
6,FC Utrecht,53,Eredivisie,2018
7,Heracles Almelo,48,Eredivisie,2018
8,FC Groningen,45,Eredivisie,2018
9,ADO Den Haag,45,Eredivisie,2018
10,Willem II Tilburg,44,Eredivisie,2018
11,SC Heerenveen,41,Eredivisie,2018
12,VVV-Venlo,41,Eredivisie,2018
13,PEC Zwolle,39,Eredivisie,2018
14,FC Emmen,38,Eredivisie,2018
15,Fortuna Sittard,34,Eredivisie,2018
16,Excelsior,33,Eredivisie,2018
17,De Graafschap Doetinchem,29,Eredivisie,2018
18,NAC Breda,23,Eredivisie,2018
1,SL Benfica,87,Liga Nos,2018
2,FC Porto,85,Liga Nos,2018
3,Sporting CP,74,Liga Nos,2018
4,SC Braga,67,Liga Nos,2018
5,Vitória Guimarães SC,52,Liga Nos,2018
6,Moreirense FC,52,Liga Nos,2018
7,Rio Ave FC,45,Liga Nos,2018
8,Boavista FC,44,Liga Nos,2018
9,B SAD,43,Liga Nos,2018
10,CD Santa Clara,42,Liga Nos,2018
11,Portimonense SC,39,Liga Nos,2018
12,Marítimo,39,Liga Nos,2018
13,Vitória Setúbal FC,36,Liga Nos,2018
14,Desportivo Aves (- 2020),36,Liga Nos,2018
15,CD Tondela,35,Liga Nos,2018
16,GD Chaves,32,Liga Nos,2018
17,CD Nacional,28,Liga Nos,2018
18,CD Feirense,20,Liga Nos,2018
1,FC Barcelona,87,Primera Division,2018
2,Atlético de Madrid,76,Primera Division,2018
3,Real Madrid,68,Primera Division,2018
4,Valencia CF,61,Primera Division,2018
5,Getafe CF,59,Primera Division,2018
6,Sevilla FC,59,Primera Division,2018
7,RCD Espanyol Barcelona,53,Primera Division,2018
8,Athletic Bilbao,53,Primera Division,2018
9,Real Sociedad,50,Primera Division,2018
10,Real Betis Balompié,50,Primera Division,2018
11,Deportivo Alavés,50,Primera Division,2018
12,SD Eibar,47,Primera Division,2018
13,CD Leganés,45,Primera Division,2018
14,Villarreal CF,44,Primera Division,2018
15,Levante UD,44,Primera Division,2018
16,Real Valladolid CF,41,Primera Division,2018
17,Celta de Vigo,41,Primera Division,2018
18,Girona FC,37,Primera Division,2018
19,SD Huesca,33,Primera Division,2018
20,Rayo Vallecano,32,Primera Division,2018
1,Liverpool FC,99,Premier League,2019
2,Manchester City,81,Premier League,2019
3,Manchester United,66,Premier League,2019
4,Chelsea FC,66,Premier League,2019
5,Leicester City,62,Premier League,2019
6,Tottenham Hotspur,59,Premier League,2019
7,Wolverhampton Wanderers,59,Premier League,2019
8,Arsenal FC,56,Premier League,2019
9,Sheffield United,54,Premier League,2019
10,Burnley FC,54,Premier League,2019
11,Southampton FC,52,Premier League,2019
12,Everton FC,49,Premier League,2019
13,Newcastle United,44,Premier League,2019
14,Crystal Palace,43,Premier League,2019
15,Brighton & Hove Albion,41,Premier League,2019
16,West Ham United,39,Premier League,2019
17,Aston Villa,35,Premier League,2019
18,AFC Bournemouth,34,Premier League,2019
19,Watford FC,34,Premier League,2019
20,Norwich City,21,Premier League,2019
1,Paris Saint-Germain,68,Ligue 1,2019
2,Olympique Marseille,56,Ligue 1,2019
3,Stade Rennais FC,50,Ligue 1,2019
4,LOSC Lille,49,Ligue 1,2019
5,Stade Reims,41,Ligue 1,2019
6,OGC Nice,41,Ligue 1,2019
7,Olympique Lyon,40,Ligue 1,2019
8,Montpellier HSC,40,Ligue 1,2019
9,AS Monaco,40,Ligue 1,2019
10,RC Strasbourg Alsace,38,Ligue 1,2019
11,Angers SCO,39,Ligue 1,2019
12,FC Girondins Bordeaux,37,Ligue 1,2019
13,FC Nantes,37,Ligue 1,2019
14,Stade Brestois 29,34,Ligue 1,2019
15,FC Metz,34,Ligue 1,2019
16,Dijon FCO,30,Ligue 1,2019
17,AS Saint-Étienne,30,Ligue 1,2019
18,Nîmes Olympique,27,Ligue 1,2019
19,Amiens SC,23,Ligue 1,2019
20,FC Toulouse,13,Ligue 1,2019
1,Bayern Munich,82,1 Bundesliga,2019
2,Borussia Dortmund,69,1 Bundesliga,2019
3,RB Leipzig,66,1 Bundesliga,2019
4,Borussia Mönchengladbach,65,1 Bundesliga,2019
5,Bayer 04 Leverkusen,63,1 Bundesliga,2019
6,TSG 1899 Hoffenheim,52,1 Bundesliga,2019
7,VfL Wolfsburg,49,1 Bundesliga,2019
8,SC Freiburg,48,1 Bundesliga,2019
9,Eintracht Frankfurt,45,1 Bundesliga,2019
10,Hertha BSC,41,1 Bundesliga,2019
11,1.FC Union Berlin,41,1 Bundesliga,2019
12,FC Schalke 04,39,1 Bundesliga,2019
13,1.FSV Mainz 05,37,1 Bundesliga,2019
14,1. FC Köln,36,1 Bundesliga,2019
15,FC Augsburg,36,1 Bundesliga,2019
16,SV Werder Bremen,31,1 Bundesliga,2019
17,Fortuna Düsseldorf,30,1 Bundesliga,2019
18,SC Paderborn 07,20,1 Bundesliga,2019
1,Juventus FC,83,Serie A,2019
2,Inter,82,Serie A,2019
3,Atalanta BC,78,Serie A,2019
4,SS Lazio,78,Serie A,2019
5,AS Roma,70,Serie A,2019
6,AC Milan,66,Serie A,2019
7,SSC Napoli,62,Serie A,2019
8,US Sassuolo,51,Serie A,2019
9,Hellas Verona,49,Serie A,2019
10,ACF Fiorentina,49,Serie A,2019
11,Parma Calcio 1913,49,Serie A,2019
12,Bologna FC 1909,47,Serie A,2019
13,Udinese Calcio,45,Serie A,2019
14,Cagliari Calcio,45,Serie A,2019
15,UC Sampdoria,42,Serie A,2019
16,Torino FC,40,Serie A,2019
17,Genoa CFC,39,Serie A,2019
18,US Lecce,35,Serie A,2019
19,Brescia Calcio,25,Serie A,2019
20,SPAL,20,Serie A,2019
1,Ajax Amsterdam,56,Eredivisie,2019
2,AZ Alkmaar,56,Eredivisie,2019
3,Feyenoord Rotterdam,50,Eredivisie,2019
4,PSV Eindhoven,49,Eredivisie,2019
5,Willem II Tilburg,44,Eredivisie,2019
6,FC Utrecht,41,Eredivisie,2019
7,Vitesse Arnhem,41,Eredivisie,2019
8,Heracles Almelo,36,Eredivisie,2019
9,FC Groningen,35,Eredivisie,2019
10,SC Heerenveen,33,Eredivisie,2019
11,Sparta Rotterdam,33,Eredivisie,2019
12,FC Emmen,32,Eredivisie,2019
13,VVV-Venlo,28,Eredivisie,2019
14,Twente FC,27,Eredivisie,2019
15,PEC Zwolle,26,Eredivisie,2019
16,Fortuna Sittard,26,Eredivisie,2019
17,ADO Den Haag,19,Eredivisie,2019
18,RKC Waalwijk,15,Eredivisie,2019
1,FC Porto,82,Liga Nos,2019
2,SL Benfica,77,Liga Nos,2019
3,SC Braga,60,Liga Nos,2019
4,Sporting CP,60,Liga Nos,2019
5,Rio Ave FC,55,Liga Nos,2019
6,FC Famalicão,54,Liga Nos,2019
7,Vitória Guimarães SC,50,Liga Nos,2019
8,Moreirense FC,43,Liga Nos,2019
9,CD Santa Clara,43,Liga Nos,2019
10,Gil Vicente FC,43,Liga Nos,2019
11,Marítimo,39,Liga Nos,2019
12,Boavista FC,39,Liga Nos,2019
13,FC Paços de Ferreira,39,Liga Nos,2019
14,CD Tondela,36,Liga Nos,2019
15,B SAD,35,Liga Nos,2019
16,Vitória Setúbal FC,34,Liga Nos,2019
17,Portimonense SC,33,Liga Nos,2019
18,Desportivo Aves (- 2020),17,Liga Nos,2019
1,Real Madrid,87,Primera Division,2019
2,FC Barcelona,82,Primera Division,2019
3,Atlético de Madrid,70,Primera Division,2019
4,Sevilla FC,70,Primera Division,2019
5,Villarreal CF,60,Primera Division,2019
6,Real Sociedad,56,Primera Division,2019
7,Granada CF,56,Primera Division,2019
8,Getafe CF,54,Primera Division,2019
9,Valencia CF,53,Primera Division,2019
10,CA Osasuna,52,Primera Division,2019
11,Athletic Bilbao,51,Primera Division,2019
12,Levante UD,49,Primera Division,2019
13,Real Valladolid CF,42,Primera Division,2019
14,SD Eibar,42,Primera Division,2019
15,Real Betis Balompié,41,Primera Division,2019
16,Deportivo Alavés,39,Primera Division,2019
17,Celta de Vigo,37,Primera Division,2019
18,CD Leganés,36,Primera Division,2019
19,RCD Mallorca,33,Primera Division,2019
20,RCD Espanyol Barcelona,25,Primera Division,2019
1,Manchester City,86,Premier League,2020
2,Manchester United,74,Premier League,2020
3,Liverpool FC,69,Premier League,2020
4,Chelsea FC,67,Premier League,2020
5,Leicester City,66,Premier League,2020
6,West Ham United,65,Premier League,2020
7,Tottenham Hotspur,62,Premier League,2020
8,Arsenal FC,61,Premier League,2020
9,Leeds United,59,Premier League,2020
10,Everton FC,59,Premier League,2020
11,Aston Villa,55,Premier League,2020
12,Newcastle United,45,Premier League,2020
13,Wolverhampton Wanderers,45,Premier League,2020
14,Crystal Palace,44,Premier League,2020
15,Southampton FC,43,Premier League,2020
16,Brighton & Hove Albion,41,Premier League,2020
17,Burnley FC,39,Premier League,2020
18,Fulham FC,28,Premier League,2020
19,West Bromwich Albion,26,Premier League,2020
20,Sheffield United,23,Premier League,2020
1,LOSC Lille,83,Ligue 1,2020
2,Paris Saint-Germain,82,Ligue 1,2020
3,AS Monaco,78,Ligue 1,2020
4,Olympique Lyon,76,Ligue 1,2020
5,Olympique Marseille,60,Ligue 1,2020
6,Stade Rennais FC,58,Ligue 1,2020
7,RC Lens,57,Ligue 1,2020
8,Montpellier HSC,54,Ligue 1,2020
9,OGC Nice,52,Ligue 1,2020
10,FC Metz,47,Ligue 1,2020
11,AS Saint-Étienne,46,Ligue 1,2020
12,FC Girondins Bordeaux,45,Ligue 1,2020
13,Angers SCO,44,Ligue 1,2020
14,Stade Reims,42,Ligue 1,2020
15,RC Strasbourg Alsace,42,Ligue 1,2020
16,FC Lorient,42,Ligue 1,2020
17,Stade Brestois 29,41,Ligue 1,2020
18,FC Nantes,40,Ligue 1,2020
19,Nîmes Olympique,35,Ligue 1,2020
20,Dijon FCO,21,Ligue 1,2020
1,Bayern Munich,78,1 Bundesliga,2020
2,RB Leipzig,65,1 Bundesliga,2020
3,Borussia Dortmund,64,1 Bundesliga,2020
4,VfL Wolfsburg,61,1 Bundesliga,2020
5,Eintracht Frankfurt,60,1 Bundesliga,2020
6,Bayer 04 Leverkusen,52,1 Bundesliga,2020
7,1.FC Union Berlin,50,1 Bundesliga,2020
8,Borussia Mönchengladbach,49,1 Bundesliga,2020
9,VfB Stuttgart,45,1 Bundesliga,2020
10,SC Freiburg,45,1 Bundesliga,2020
11,TSG 1899 Hoffenheim,43,1 Bundesliga,2020
12,1.FSV Mainz 05,39,1 Bundesliga,2020
13,FC Augsburg,36,1 Bundesliga,2020
14,Hertha BSC,35,1 Bundesliga,2020
15,Arminia Bielefeld,35,1 Bundesliga,2020
16,1. FC Köln,33,1 Bundesliga,2020
17,SV Werder Bremen,31,1 Bundesliga,2020
18,FC Schalke 04,16,1 Bundesliga,2020
1,Inter,91,Serie A,2020
2,AC Milan,79,Serie A,2020
3,Atalanta BC,78,Serie A,2020
4,Juventus FC,78,Serie A,2020
5,SSC Napoli,77,Serie A,2020
6,SS Lazio,68,Serie A,2020
7,AS Roma,62,Serie A,2020
8,US Sassuolo,62,Serie A,2020
9,UC Sampdoria,52,Serie A,2020
10,Hellas Verona,45,Serie A,2020
11,Genoa CFC,42,Serie A,2020
12,Bologna FC 1909,41,Serie A,2020
13,ACF Fiorentina,40,Serie A,2020
14,Udinese Calcio,40,Serie A,2020
15,Spezia Calcio,39,Serie A,2020
16,Cagliari Calcio,37,Serie A,2020
17,Torino FC,37,Serie A,2020
18,Benevento Calcio,33,Serie A,2020
19,FC Crotone,23,Serie A,2020
20,Parma Calcio 1913,20,Serie A,2020
1,Ajax Amsterdam,88,Eredivisie,2020
2,PSV Eindhoven,72,Eredivisie,2020
3,AZ Alkmaar,71,Eredivisie,2020
4,Vitesse Arnhem,61,Eredivisie,2020
5,Feyenoord Rotterdam,59,Eredivisie,2020
6,FC Utrecht,53,Eredivisie,2020
7,FC Groningen,50,Eredivisie,2020
8,Sparta Rotterdam,47,Eredivisie,2020
9,Heracles Almelo,44,Eredivisie,2020
10,Twente FC,41,Eredivisie,2020
11,Fortuna Sittard,41,Eredivisie,2020
12,SC Heerenveen,39,Eredivisie,2020
13,PEC Zwolle,38,Eredivisie,2020
14,Willem II Tilburg,31,Eredivisie,2020
15,RKC Waalwijk,30,Eredivisie,2020
16,FC Emmen,30,Eredivisie,2020
17,VVV-Venlo,23,Eredivisie,2020
18,ADO Den Haag,22,Eredivisie,2020
1,Sporting CP,85,Liga Nos,2020
2,FC Porto,80,Liga Nos,2020
3,SL Benfica,76,Liga Nos,2020
4,SC Braga,64,Liga Nos,2020
5,FC Paços de Ferreira,53,Liga Nos,2020
6,CD Santa Clara,46,Liga Nos,2020
7,Vitória Guimarães SC,43,Liga Nos,2020
8,Moreirense FC,43,Liga Nos,2020
9,FC Famalicão,40,Liga Nos,2020
10,B SAD,40,Liga Nos,2020
11,Gil Vicente FC,39,Liga Nos,2020
12,CD Tondela,36,Liga Nos,2020
13,Boavista FC,36,Liga Nos,2020
14,Portimonense SC,35,Liga Nos,2020
15,Marítimo,35,Liga Nos,2020
16,Rio Ave FC,34,Liga Nos,2020
17,SC Farense,31,Liga Nos,2020
18,CD Nacional,25,Liga Nos,2020
1,Atlético de Madrid,86,Primera Division,2020
2,Real Madrid,84,Primera Division,2020
3,FC Barcelona,79,Primera Division,2020
4,Sevilla FC,77,Primera Division,2020
5,Real Sociedad,62,Primera Division,2020
6,Real Betis Balompié,61,Primera Division,2020
7,Villarreal CF,58,Primera Division,2020
8,Celta de Vigo,53,Primera Division,2020
9,Athletic Bilbao,46,Primera Division,2020
10,Granada CF,46,Primera Division,2020
11,CA Osasuna,44,Primera Division,2020
12,Cádiz CF,44,Primera Division,2020
13,Valencia CF,43,Primera Division,2020
14,Levante UD,41,Primera Division,2020
15,Getafe CF,38,Primera Division,2020
16,Deportivo Alavés,38,Primera Division,2020
17,Elche CF,36,Primera Division,2020
18,SD Huesca,34,Primera Division,2020
19,Real Valladolid CF,31,Primera Division,2020
20,SD Eibar,30,Primera Division,2020
1,Manchester City,93,Premier League,2021
2,Liverpool FC,92,Premier League,2021
3,Chelsea FC,74,Premier League,2021
4,Tottenham Hotspur,71,Premier League,2021
5,Arsenal FC,69,Premier League,2021
6,Manchester United,58,Premier League,2021
7,West Ham United,56,Premier League,2021
8,Leicester City,52,Premier League,2021
9,Brighton & Hove Albion,51,Premier League,2021
10,Wolverhampton Wanderers,51,Premier League,2021
11,Newcastle United,49,Premier League,2021
12,Crystal Palace,48,Premier League,2021
13,Brentford FC,46,Premier League,2021
14,Aston Villa,45,Premier League,2021
15,Southampton FC,40,Premier League,2021
16,Everton FC,39,Premier League,2021
17,Leeds United,38,Premier League,2021
18,Burnley FC,35,Premier League,2021
19,Watford FC,23,Premier League,2021
20,Norwich City,22,Premier League,2021
1,Paris Saint-Germain,86,Ligue 1,2021
2,Olympique Marseille,71,Ligue 1,2021
3,AS Monaco,69,Ligue 1,2021
4,Stade Rennais FC,66,Ligue 1,2021
5,OGC Nice,66,Ligue 1,2021
6,RC Strasbourg Alsace,63,Ligue 1,2021
7,RC Lens,62,Ligue 1,2021
8,Olympique Lyon,61,Ligue 1,2021
9,FC Nantes,55,Ligue 1,2021
10,LOSC Lille,55,Ligue 1,2021
11,Stade Brestois 29,48,Ligue 1,2021
12,Stade Reims,46,Ligue 1,2021
13,Montpellier HSC,43,Ligue 1,2021
14,Angers SCO,41,Ligue 1,2021
15,Troyes,38,Ligue 1,2021
16,FC Lorient,36,Ligue 1,2021
17,Clermont Foot 63,36,Ligue 1,2021
18,AS Saint-Étienne,32,Ligue 1,2021
19,FC Metz,31,Ligue 1,2021
20,FC Girondins Bordeaux,31,Ligue 1,2021
1,Bayern Munich,77,1 Bundesliga,2021
2,Borussia Dortmund,69,1 Bundesliga,2021
3,Bayer 04 Leverkusen,64,1 Bundesliga,2021
4,RB Leipzig,58,1 Bundesliga,2021
5,1.FC Union Berlin,57,1 Bundesliga,2021
6,SC Freiburg,55,1 Bundesliga,2021
7,1. FC Köln,52,1 Bundesliga,2021
8,1.FSV Mainz 05,46,1 Bundesliga,2021
9,TSG 1899 Hoffenheim,46,1 Bundesliga,2021
10,Borussia Mönchengladbach,45,1 Bundesliga,2021
11,Eintracht Frankfurt,42,1 Bundesliga,2021
12,VfL Wolfsburg,42,1 Bundesliga,2021
13,VfL Bochum,42,1 Bundesliga,2021
14,FC Augsburg,38,1 Bundesliga,2021
15,VfB Stuttgart,33,1 Bundesliga,2021
16,Hertha BSC,33,1 Bundesliga,2021
17,Arminia Bielefeld,28,1 Bundesliga,2021
18,SpVgg Greuther Fürth,18,1 Bundesliga,2021
1,AC Milan,86,Serie A,2021
2,Inter,84,Serie A,2021
3,SSC Napoli,79,Serie A,2021
4,Juventus FC,70,Serie A,2021
5,SS Lazio,64,Serie A,2021
6,AS Roma,63,Serie A,2021
7,ACF Fiorentina,62,Serie A,2021
8,Atalanta BC,59,Serie A,2021
9,Hellas Verona,53,Serie A,2021
10,Torino FC,50,Serie A,2021
11,US Sassuolo,50,Serie A,2021
12,Udinese Calcio,47,Serie A,2021
13,Bologna FC 1909,46,Serie A,2021
14,FC Empoli,41,Serie A,2021
15,UC Sampdoria,36,Serie A,2021
16,Spezia Calcio,36,Serie A,2021
17,Salernitana,31,Serie A,2021
18,Cagliari Calcio,30,Serie A,2021
19,Genoa CFC,28,Serie A,2021
20,Venezia,27,Serie A,2021
1,Ajax Amsterdam,83,Eredivisie,2021
2,PSV Eindhoven,81,Eredivisie,2021
3,Feyenoord Rotterdam,71,Eredivisie,2021
4,Twente FC,68,Eredivisie,2021
5,AZ Alkmaar,61,Eredivisie,2021
6,Vitesse Arnhem,51,Eredivisie,2021
7,FC Utrecht,47,Eredivisie,2021
8,SC Heerenveen,41,Eredivisie,2021
9,SC Cambuur-Leeuwarden,39,Eredivisie,2021
10,RKC Waalwijk,38,Eredivisie,2021
11,NEC Nijmegen,38,Eredivisie,2021
12,FC Groningen,36,Eredivisie,2021
13,Go Ahead Eagles,36,Eredivisie,2021
14,Sparta Rotterdam,35,Eredivisie,2021
15,Fortuna Sittard,35,Eredivisie,2021
16,Heracles Almelo,34,Eredivisie,2021
17,Willem II Tilburg,33,Eredivisie,2021
18,PEC Zwolle,27,Eredivisie,2021
1,FC Porto,91,Liga Nos,2021
2,Sporting CP,85,Liga Nos,2021
3,SL Benfica,74,Liga Nos,2021
4,SC Braga,65,Liga Nos,2021
5,Gil Vicente FC,51,Liga Nos,2021
6,Vitória Guimarães SC,48,Liga Nos,2021
7,CD Santa Clara,40,Liga Nos,2021
8,FC Famalicão,39,Liga Nos,2021
9,GD Estoril Praia,39,Liga Nos,2021
10,Marítimo,38,Liga Nos,2021
11,FC Paços de Ferreira,38,Liga Nos,2021
12,Boavista FC,38,Liga Nos,2021
13,Portimonense SC,38,Liga Nos,2021
14,FC Vizela,33,Liga Nos,2021
15,FC Arouca,31,Liga Nos,2021
16,Moreirense FC,29,Liga Nos,2021
17,CD Tondela,28,Liga Nos,2021
18,B SAD,26,Liga Nos,2021
1,Real Madrid,86,Primera Division,2021
2,FC Barcelona,73,Primera Division,2021
3,Atlético de Madrid,71,Primera Division,2021
4,Sevilla FC,70,Primera Division,2021
5,Real Betis Balompié,65,Primera Division,2021
6,Real Sociedad,62,Primera Division,2021
7,Villarreal CF,59,Primera Division,2021
8,Athletic Bilbao,55,Primera Division,2021
9,Valencia CF,48,Primera Division,2021
10,CA Osasuna,47,Primera Division,2021
11,Celta de Vigo,46,Primera Division,2021
12,Rayo Vallecano,42,Primera Division,2021
13,Elche CF,42,Primera Division,2021
14,RCD Espanyol Barcelona,42,Primera Division,2021
15,Getafe CF,39,Primera Division,2021
16,RCD Mallorca,39,Primera Division,2021
17,Cádiz CF,39,Primera Division,2021
18,Granada CF,38,Primera Division,2021
19,Levante UD,35,Primera Division,2021
20,Deportivo Alavés,31,Primera Division,2021
1,Manchester City,89,Premier League,2022
2,Arsenal FC,84,Premier League,2022
3,Manchester United,75,Premier League,2022
4,Newcastle United,71,Premier League,2022
5,Liverpool FC,67,Premier League,2022
6,Brighton & Hove Albion,62,Premier League,2022
7,Aston Villa,61,Premier League,2022
8,Tottenham Hotspur,60,Premier League,2022
9,Brentford FC,59,Premier League,2022
10,Fulham FC,52,Premier League,2022
11,Crystal Palace,45,Premier League,2022
12,Chelsea FC,44,Premier League,2022
13,Wolverhampton Wanderers,41,Premier League,2022
14,West Ham United,40,Premier League,2022
15,AFC Bournemouth,39,Premier League,2022
16,Nottingham Forest,38,Premier League,2022
17,Everton FC,36,Premier League,2022
18,Leicester City,34,Premier League,2022
19,Leeds United,31,Premier League,2022
20,Southampton FC,25,Premier League,2022
1,Paris Saint-Germain,85,Ligue 1,2022
2,RC Lens,84,Ligue 1,2022
3,Olympique Marseille,73,Ligue 1,2022
4,Stade Rennais FC,68,Ligue 1,2022
5,LOSC Lille,67,Ligue 1,2022
6,AS Monaco,65,Ligue 1,2022
7,Olympique Lyon,62,Ligue 1,2022
8,Clermont Foot 63,59,Ligue 1,2022
9,OGC Nice,58,Ligue 1,2022
10,FC Lorient,55,Ligue 1,2022
11,Stade Reims,51,Ligue 1,2022
12,Montpellier HSC,50,Ligue 1,2022
13,FC Toulouse,48,Ligue 1,2022
14,Stade Brestois 29,44,Ligue 1,2022
15,RC Strasbourg Alsace,40,Ligue 1,2022
16,FC Nantes,36,Ligue 1,2022
17,AJ Auxerre,35,Ligue 1,2022
18,AC Ajaccio,26,Ligue 1,2022
19,Troyes,24,Ligue 1,2022
20,Angers SCO,18,Ligue 1,2022
1,Bayern Munich,71,1 Bundesliga,2022
2,Borussia Dortmund,71,1 Bundesliga,2022
3,RB Leipzig,66,1 Bundesliga,2022
4,1.FC Union Berlin,62,1 Bundesliga,2022
5,SC Freiburg,59,1 Bundesliga,2022
6,Bayer 04 Leverkusen,50,1 Bundesliga,2022
7,Eintracht Frankfurt,50,1 Bundesliga,2022
8,VfL Wolfsburg,49,1 Bundesliga,2022
9,1.FSV Mainz 05,46,1 Bundesliga,2022
10,Borussia Mönchengladbach,43,1 Bundesliga,2022
11,1. FC Köln,42,1 Bundesliga,2022
12,TSG 1899 Hoffenheim,36,1 Bundesliga,2022
13,SV Werder Bremen,36,1 Bundesliga,2022
14,VfL Bochum,35,1 Bundesliga,2022
15,FC Augsburg,34,1 Bundesliga,2022
16,VfB Stuttgart,33,1 Bundesliga,2022
17,FC Schalke 04,31,1 Bundesliga,2022
18,Hertha BSC,29,1 Bundesliga,2022
1,SSC Napoli,90,Serie A,2022
2,SS Lazio,74,Serie A,2022
3,Inter,72,Serie A,2022
4,AC Milan,70,Serie A,2022
5,Atalanta BC,64,Serie A,2022
6,AS Roma,63,Serie A,2022
7,Juventus FC,62,Serie A,2022
8,ACF Fiorentina,56,Serie A,2022
9,Bologna FC 1909,54,Serie A,2022
10,Torino FC,53,Serie A,2022
11,AC Monza,52,Serie A,2022
12,Udinese Calcio,46,Serie A,2022
13,US Sassuolo,45,Serie A,2022
14,FC Empoli,43,Serie A,2022
15,Salernitana,42,Serie A,2022
16,US Lecce,36,Serie A,2022
17,Spezia Calcio,31,Serie A,2022
18,Hellas Verona,31,Serie A,2022
19,US Cremonese,27,Serie A,2022
20,UC Sampdoria,19,Serie A,2022
1,Feyenoord Rotterdam,82,Eredivisie,2022
2,PSV Eindhoven,75,Eredivisie,2022
3,Ajax Amsterdam,69,Eredivisie,2022
4,AZ Alkmaar,67,Eredivisie,2022
5,Twente FC,64,Eredivisie,2022
6,Sparta Rotterdam,59,Eredivisie,2022
7,FC Utrecht,54,Eredivisie,2022
8,SC Heerenveen,46,Eredivisie,2022
9,RKC Waalwijk,41,Eredivisie,2022
10,Vitesse Arnhem,40,Eredivisie,2022
11,Go Ahead Eagles,40,Eredivisie,2022
12,NEC Nijmegen,39,Eredivisie,2022
13,Fortuna Sittard,36,Eredivisie,2022
14,FC Volendam,36,Eredivisie,2022
